shopID,price,districtID,dishID,numLike,numOK,numDislike,tasteAvg,environmentAvg,serviceAvg,shopInfo,moneyAvg,scoreWhole
5917,15to$30,1022,,57,18,16,3.75,3.52,3.37,3.6,3.03,3.54
793,10to$15,2001, 1001,58,19,35,3.42,2.65,2.62,2.66,2.84,3.02
26336,,1001, 1036,10,4,1,3.8,3.4,3.6,3.6,3.33,3.66
48851,30to$50,1017,,3,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
63,,1017, 1008,129,18,11,3.98,4.59,4.36,4.41,3.36,4.04
2020,41to100,1003, 1003,277,40,17,4.16,4.13,3.95,4.26,3.47,4.02
8683,15to$30,3003, 1008 1009 1022,52,11,5,3.95,3.99,4.13,4.06,3.39,3.88
26336,,1001, 1036,10,4,1,3.8,3.4,3.6,3.6,3.33,3.66
26336,,1001, 1036,10,4,1,3.8,3.4,3.6,3.6,3.33,3.66
8683,15to$30,3003, 1008 1009 1022,52,11,5,3.95,3.99,4.13,4.06,3.39,3.88
17047,10to$15,2001, 1001,21,0,1,4.23,3.25,4.0,3.89,4.05,3.98
9643,41to100,1003,,36,6,3,3.91,3.36,3.67,3.76,3.73,3.73
15007,15to$30,1003,,44,9,10,3.86,3.54,3.62,3.89,3.48,3.72
13761,41to100,2008, 1037,270,110,57,3.84,3.19,3.07,3.46,3.25,3.51
47613,Below40,1019,,48,9,5,4.1,3.41,3.56,3.73,3.35,3.79
20061,10to$15,1003,,6,6,1,3.46,3.69,3.46,4.0,3.15,3.49
34667,Below40,7201,,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1429,10to$15,1003, 1019 1033,14,2,0,3.78,4.0,3.94,3.97,3.19,3.75
48511,41to100,2010, 1030,3,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10100,Below40,3018,,276,135,57,3.57,2.63,2.99,2.94,3.74,3.29
15438,41to100,2010, 1033,436,171,38,3.83,2.8,3.57,3.06,3.55,3.5
14000,Below40,3018,,30,8,1,3.85,3.03,3.46,3.23,3.79,3.58
26986,41to100,2001, 1003,135,44,15,3.96,3.76,3.87,3.91,2.86,3.74
4203,15to$30,1003, 1020,197,78,64,3.64,3.59,3.52,3.74,2.86,3.49
10886,Below40,2010, 1014,33,17,12,3.4,3.44,3.43,3.59,2.85,3.33
23306,41to100,2010, 1039,7,9,4,3.0,2.4,3.3,3.15,2.4,2.85
18626,10to$15,2003, 1024,22,3,12,3.35,3.77,2.93,3.49,2.72,3.29
26557,41to100,3018, 1022,164,50,27,3.55,3.35,3.14,3.45,4.3,3.52
12830,10to$15,2004,,93,21,15,3.74,3.84,3.83,3.83,3.35,3.68
11548,10to$15,2008,,4,4,7,2.53,2.87,2.87,3.13,2.33,2.63
2350,41to100,3018, 1011,20,10,5,3.59,2.83,3.37,3.09,3.61,3.38
12830,10to$15,2004,,93,21,15,3.74,3.84,3.83,3.83,3.35,3.68
11072,15to$30,1014,,7,5,0,3.58,3.67,3.92,4.25,3.25,3.63
39778,,7307,,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11212,15to$30,1022, 1034 1009,40,12,12,3.63,3.3,3.7,3.77,3.45,3.54
1759,41to100,2010, 1013,13,6,0,3.95,3.47,3.26,3.37,3.42,3.63
37927,41to100,8906,,2,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6528,41to100,2008, 1003,31,12,5,3.48,3.63,3.79,3.58,3.33,3.5
6902,41to100,2004, 1009,16,1,2,3.84,2.79,3.03,3.0,4.37,3.55
10488,Below40,2015, 1010,59,20,7,3.67,2.83,3.37,3.2,3.8,3.45
6879,Below40,2004,,69,14,4,3.91,2.7,3.23,3.07,3.95,3.54
3119,41to100,2026,,153,43,37,3.68,3.05,3.64,3.33,3.64,3.51
12665,10to$15,2008,,14,8,5,3.56,3.44,2.67,3.52,2.85,3.29
8669,41to100,1019, 1010,61,33,27,3.25,3.11,3.02,3.28,3.07,3.15
11669,10to$15,1017, 1036,45,23,22,3.45,3.46,3.08,3.44,2.73,3.28
14470,Below40,1019, 1014,14,5,9,2.93,3.21,3.11,3.32,3.04,3.01
9174,10to$15,1022,,12,4,5,3.14,3.81,3.52,3.71,2.71,3.26
274,10to$15,1022, 1005 1034 1037,46,16,7,3.59,3.14,3.39,3.54,3.68,3.48
5569,Below40,2008, 1014,16,13,1,3.65,3.03,3.27,3.3,3.3,3.39
11090,10to$15,1022,,9,3,1,4.0,3.69,3.15,3.77,3.54,3.67
13985,41to100,1019,,15,2,8,3.12,3.92,3.52,3.4,2.92,3.25
4068,41to100,2026,,119,20,9,3.83,2.88,3.67,3.17,3.71,3.56
11072,15to$30,1014,,7,5,0,3.58,3.67,3.92,4.25,3.25,3.63
9886,41to100,1019,,60,59,61,3.06,3.33,2.84,3.43,2.63,3.02
676,Below40,2015,,1,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12066,10to$15,1019, 1022,31,16,21,3.19,3.8,3.07,3.61,2.51,3.18
1847,Below40,2008, 1004,29,25,25,2.97,2.47,2.79,2.57,2.66,2.76
10019,15to$30,1019, 1034,47,12,6,3.92,3.82,3.54,4.15,3.33,3.78
32320,15to$30,1019, 1034,38,7,4,3.93,3.53,3.92,3.74,3.47,3.78
32320,15to$30,1019, 1034,38,7,4,3.93,3.53,3.92,3.74,3.47,3.78
31908,Below40,2001, 1011,4,1,2,3.71,3.29,3.29,3.71,3.14,3.77
12542,41to100,2008,,72,48,39,3.14,2.78,3.14,3.04,3.23,3.06
19123,Below40,2008, 1014,67,43,18,3.58,3.23,3.41,3.39,3.12,3.39
11321,41to100,2008,,401,199,103,3.62,2.71,3.01,2.96,3.66,3.31
32320,15to$30,1019, 1034,38,7,4,3.93,3.53,3.92,3.74,3.47,3.78
39176,Below40,2008, 1014,238,52,17,4.18,3.66,4.07,4.17,3.06,3.92
33578,Below40,1005, 1035,5,6,1,3.5,3.42,3.0,3.42,2.67,3.33
41267,Below40,3015, 1035,20,6,0,3.92,3.27,3.65,3.77,3.31,3.68
17592,Below40,3015, 1006 1014 1015,25,14,1,3.58,3.7,3.46,3.51,2.92,3.46
31679,Below40,2008, 1014,36,40,25,3.05,2.9,2.94,3.28,2.58,2.94
61,10to$15,2002,,347,120,133,3.48,3.92,3.27,3.83,3.09,3.47
2650,15to$30,2008, 1032,26,24,32,2.94,3.1,3.6,3.59,2.84,3.07
97,Below40,2008, 1003,58,28,10,3.61,3.44,3.2,3.45,3.23,3.44
316,15to$30,1022, 1032,84,16,20,3.96,4.12,4.14,4.25,3.01,3.9
10121,15to$30,2008,,3,1,10,2.36,2.71,2.43,3.07,1.86,2.41
15197,Below40,2003, 1003 1010,3,0,5,2.88,3.75,2.75,3.5,2.5,2.97
10595,Below40,2019,,33,4,2,3.87,3.33,3.51,3.82,3.87,3.7
11324,Below40,2031, 1003,15,5,4,3.7,3.48,3.5,3.63,3.87,3.63
31732,Below40,2010, 1036 1041,23,19,10,3.18,3.17,3.28,3.29,3.25,3.2
15841,10to$15,2010, 1032 1036 1040 1001 1009,17,12,18,3.03,2.71,2.72,2.84,3.05,2.9
13888,Below40,2010,,105,47,16,3.74,3.08,3.36,3.29,2.85,3.41
9960,10to$15,2015,,10,5,5,3.25,3.65,3.4,3.4,3.2,3.38
11267,41to100,2008, 1034,29,12,20,3.05,3.91,2.8,3.45,3.0,3.13
9369,10to$15,1022, 1019,14,9,21,2.8,3.09,2.77,3.17,2.76,2.84
10510,10to$15,2029, 1034,48,46,17,3.3,3.64,3.41,3.63,2.89,3.3
3448,41to100,1019, 1020,32,15,10,3.35,3.32,3.05,3.16,2.86,3.23
6362,Below40,2010, 1020 1036,4,3,1,3.38,3.13,2.63,3.25,3.38,3.19
21514,41to100,1019,,25,8,15,3.19,3.29,3.58,3.27,2.81,3.19
9497,41to100,2010, 1034 1005 1017,10,8,6,3.17,2.71,2.83,2.83,3.79,3.05
1793,30to$50,2010, 1032,164,64,51,3.38,3.6,3.61,3.75,3.31,3.44
3245,15to$30,2008, 1032,97,45,32,3.36,3.46,3.61,3.69,3.46,3.41
10402,41to100,2008, 1033,34,6,2,4.1,3.19,3.29,3.54,3.3,3.68
3717,41to100,2008, 1010 1014 1018 1036,78,81,135,2.84,3.32,2.43,3.15,2.37,2.79
25528,10to$15,2008, 1034,112,24,34,3.67,3.51,3.46,3.63,3.51,3.56
31198,41to100,2003,,15,8,3,3.46,3.96,3.54,3.73,3.5,3.53
9861,15to$30,2008,,109,29,19,3.59,3.77,3.4,3.76,2.94,3.49
17546,Below40,2010, 1035,136,76,21,3.64,3.31,3.56,3.56,2.99,3.46
11861,15to$30,1019,,15,4,5,3.19,3.35,3.35,3.69,3.17,3.26
10497,41to100,1019,,50,43,26,3.15,3.19,2.67,3.26,3.08,3.07
15385,41to100,2010, 1034,20,8,4,3.78,3.25,3.44,3.63,3.38,3.56
15368,Below40,2010,,311,123,23,3.8,3.05,3.41,3.29,3.86,3.57
14145,41to100,2019,,18,22,19,2.88,3.31,2.73,3.07,2.86,2.88
14429,Below40,1026, 1014,44,22,17,3.43,2.63,3.17,3.16,3.1,3.19
14470,Below40,1019, 1014,14,5,9,2.93,3.21,3.11,3.32,3.04,3.01
11438,10to$15,1019, 1034,308,99,80,3.64,3.42,3.41,3.56,3.22,3.5
15725,41to100,1019,,61,28,23,3.44,3.05,3.02,3.47,3.44,3.31
12978,10to$15,1003,,6,3,2,3.59,4.36,3.73,4.32,3.09,3.7
15842,41to100,1026, 1010,96,30,40,3.69,2.75,3.39,3.24,3.28,3.39
3279,15to$30,2008, 1024 1032 1034,46,27,21,3.43,3.51,3.22,3.66,3.02,3.37
22935,41to100,1026, 1016 1017 1030,17,18,11,3.11,2.93,3.28,3.3,3.04,3.08
15725,41to100,1019,,61,28,23,3.44,3.05,3.02,3.47,3.44,3.31
7747,15to$30,1019, 1019 1034,1,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11049,Below40,1018, 1010,31,15,8,3.69,2.89,3.28,2.98,3.19,3.36
1868,41to100,1003, 1017 1036,420,101,48,3.86,2.94,3.03,2.73,3.7,3.44
17481,41to100,1022,,10,4,3,3.47,2.94,3.12,3.29,3.0,3.23
15832,Below40,2008,,12,8,0,3.35,4.0,3.5,3.6,3.25,3.44
14971,Below40,1022, 1010,8,6,1,3.73,2.73,2.8,3.2,2.6,3.23
9350,10to$15,1019, 1009,25,3,1,3.97,3.1,3.34,3.24,3.66,3.62
8230,41to100,1017,,33,16,10,3.46,2.8,3.25,3.02,3.08,3.22
9727,41to100,1023, 1005 1010,55,9,24,3.77,3.49,3.04,3.7,3.07,3.51
13858,10to$15,1003, 1001 1019 1024,21,7,11,3.58,3.23,2.9,3.38,3.1,3.33
11811,10to$15,3018, 1017,40,8,15,3.57,4.02,3.37,3.83,3.1,3.53
11811,10to$15,3018, 1017,40,8,15,3.57,4.02,3.37,3.83,3.1,3.53
15223,10to$15,1019,,47,34,30,3.23,4.11,2.98,3.68,2.62,3.25
5966,15to$30,2008, 1022,153,59,86,3.22,3.77,3.23,3.55,2.99,3.27
10137,15to$30,2008,,232,62,39,3.77,3.69,3.51,3.83,3.18,3.63
3453,10to$15,1017, 1009,46,36,19,3.26,2.74,3.09,2.97,3.05,3.08
16064,Below40,1003, 1004,95,49,7,3.49,2.99,3.36,3.2,3.66,3.37
15009,10to$15,1003, 1032,23,9,9,3.34,3.63,3.29,3.68,3.34,3.38
2857,41to100,2010, 1004 1010 1018,30,25,39,2.95,2.48,2.41,2.56,2.35,2.65
2659,30to$50,1002, 1019,142,24,30,3.85,4.43,3.65,4.04,3.06,3.78
8804,15to$30,3020,,42,13,4,4.08,3.34,3.51,3.61,3.44,3.73
12076,Below40,2028, 1010,6,4,0,3.7,2.6,2.9,2.7,3.5,3.24
9768,15to$30,1010, 1022,23,5,5,3.58,4.0,3.45,3.79,3.0,3.53
13707,10to$15,2026,,43,35,33,3.08,3.64,2.91,3.51,2.91,3.12
440,15to$30,3006, 1009,60,26,34,3.33,3.3,2.99,3.17,2.61,3.15
3970,30to$50,1003, 1032 1034,122,32,16,3.97,3.53,3.62,3.86,3.29,3.74
11571,15to$30,1004, 1034,40,4,7,4.05,3.6,3.73,4.08,3.61,3.85
10415,Below40,3006, 1003,74,15,18,3.87,3.1,2.73,3.17,3.05,3.41
5574,15to$30,3006, 1009,14,7,10,3.35,3.19,3.06,3.13,3.13,3.21
10228,10to$15,3006, 1009,10,5,5,2.75,4.1,3.25,3.25,2.8,3.02
10085,41to100,1014, 1005,120,13,10,4.19,3.51,3.82,3.85,3.34,3.87
1550,41to100,1018, 1011,5,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7946,15to$30,1026, 1019 1034,19,4,1,4.13,3.63,3.83,3.83,3.75,3.91
12164,30to$50,1022, 1032,29,6,9,3.74,4.16,4.15,4.13,2.93,3.73
5339,41to100,2008,,70,32,16,3.62,3.37,3.26,3.28,2.93,3.38
11571,15to$30,1004, 1034,40,4,7,4.05,3.6,3.73,4.08,3.61,3.85
10831,41to100,1019,,102,35,15,3.7,3.58,3.36,3.72,3.27,3.56
11428,41to100,1004, 1005,66,20,13,3.64,3.34,3.57,3.47,3.35,3.5
17213,10to$15,1022,,31,8,4,3.77,3.07,3.49,3.21,3.77,3.54
12225,41to100,1026, 1009,36,9,6,3.65,2.88,3.25,3.18,3.63,3.38
10049,41to100,1022, 1033 1071,135,13,6,4.12,2.49,2.97,2.74,4.02,3.55
12620,41to100,1004, 1034,7,1,2,4.3,3.1,2.8,3.4,4.4,3.82
17054,41to100,1019,,3,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2516,10to$15,1004, 1036,81,25,15,3.72,3.06,3.08,3.21,3.25,3.4
2936,30to$50,2008, 1008,48,1,6,4.11,4.38,4.44,4.35,3.25,4.05
11063,Below40,1019, 1014,50,15,12,3.59,3.22,3.76,3.71,2.9,3.46
14152,15to$30,2026, 1009,44,5,8,3.91,3.04,3.54,3.26,3.54,3.61
14542,41to100,1019,,12,10,1,3.74,3.3,3.48,3.65,3.13,3.52
12620,41to100,1004, 1034,7,1,2,4.3,3.1,2.8,3.4,4.4,3.82
10966,41to100,1019,,55,36,14,3.29,3.48,3.15,3.41,3.83,3.34
9752,10to$15,1019,,19,15,4,3.34,2.92,3.05,3.13,3.22,3.19
11438,10to$15,1019, 1034,308,99,80,3.64,3.42,3.41,3.56,3.22,3.5
34670,Below40,7202, 1014,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9886,41to100,1019,,60,59,61,3.06,3.33,2.84,3.43,2.63,3.02
14446,30to$50,1019, 1034,34,6,6,4.07,3.67,3.48,3.96,3.23,3.77
1441,41to100,2001, 1071,344,119,71,3.85,2.66,3.01,3.01,3.33,3.4
3412,10to$15,2001,,25,3,7,3.67,3.71,3.31,3.74,3.06,3.53
49032,41to100,1022, 1005,22,10,1,3.82,3.33,3.33,3.7,3.27,3.55
10468,Below40,1004, 1040,56,31,15,3.54,3.02,2.77,2.97,3.56,3.27
6715,Below40,1019,,158,23,27,3.66,3.84,3.8,3.82,3.14,3.62
12074,30to$50,2008, 1001 1036,17,8,9,3.56,3.79,3.09,3.53,2.26,3.31
12478,10to$15,1019, 1028,32,8,4,3.89,3.95,3.95,3.95,3.25,3.79
9809,15to$30,1022,,136,30,21,3.57,3.87,4.15,3.9,3.37,3.66
1476,30to$50,1003,,35,13,4,3.67,4.19,3.87,4.13,3.09,3.7
14142,41to100,2026,,23,17,13,3.08,3.83,3.25,3.72,2.77,3.2
11903,15to$30,2008, 1024,39,15,7,3.56,3.31,3.33,3.34,3.03,3.35
5096,Below40,2008, 1003 1014,70,24,59,3.23,3.22,2.52,3.37,3.08,3.1
16732,15to$30,2008, 1032 1034,110,43,24,3.6,3.58,3.79,3.75,3.28,3.56
14698,10to$15,1004,,5,6,8,2.61,3.0,3.26,3.11,2.39,2.73
43502,41to100,3018,,19,3,3,4.08,3.8,3.92,3.88,3.52,3.92
5114,41to100,2008,,35,5,31,2.94,3.13,3.13,3.28,2.82,2.98
17444,10to$15,3001, 1034,49,14,19,3.63,3.61,3.21,3.61,3.31,3.51
16364,10to$15,3015, 1009,50,31,24,3.34,3.67,2.91,3.58,3.0,3.28
6719,30to$50,2008, 1008 1009,78,14,10,3.93,4.08,3.94,4.01,3.01,3.81
7723,41to100,2010,,348,129,44,3.71,2.99,3.41,3.32,3.56,3.48
1921,Below40,2010, 1010 1018,126,57,36,3.71,2.63,2.77,2.62,2.81,3.18
25416,,3019, 1034,1,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
14874,Below40,2010, 1010,84,84,42,3.12,3.01,2.86,3.29,2.91,3.04
15550,41to100,2010,,139,86,45,3.39,3.26,3.41,3.41,3.28,3.34
23037,10to$15,2010, 1034,69,73,70,3.07,3.74,3.03,3.46,2.71,3.11
26958,10to$15,2010, 1019,54,36,31,3.36,3.74,3.44,3.85,2.73,3.36
26025,41to100,3004,,9,12,13,2.88,2.94,2.41,3.06,2.65,2.79
1071,30to$50,1022, 1032,23,6,6,3.57,4.6,4.31,4.6,3.26,3.85
14598,30to$50,2008, 1022 1032 1009,38,13,11,3.71,4.05,3.73,4.27,3.23,3.72
7678,30to$50,1003, 1034,37,7,10,3.61,3.79,3.64,3.9,3.05,3.55
10244,41to100,1003,,64,21,15,3.53,2.87,3.34,3.01,3.59,3.33
13750,41to100,2008, 1014,18,3,1,4.14,3.91,3.64,4.14,3.73,3.95
15601,10to$15,1019, 1034,46,33,25,3.16,3.65,3.09,3.44,3.01,3.19
11563,15to$30,1019,,50,21,19,3.62,3.54,3.27,3.66,2.74,3.45
11234,Below40,2001,,15,9,5,3.28,3.07,2.79,3.1,2.97,3.1
13031,10to$15,1019, 1036,31,20,11,3.53,3.15,3.1,3.39,3.08,3.33
1370,15to$30,1003, 1036,31,9,4,3.74,4.05,3.88,4.23,3.0,3.72
470,41to100,3002,,67,23,14,3.73,3.42,3.41,3.36,3.37,3.53
7013,41to100,3002,,14,6,6,3.35,3.12,3.0,3.19,3.08,3.19
3086,Below40,1012, 1010,119,49,23,3.86,2.73,2.78,2.92,3.16,3.35
10714,Below40,3002, 1020,10,8,12,3.2,2.77,2.33,2.47,2.27,2.8
3544,10to$15,3002, 1009 1036 1001,30,10,7,3.36,3.23,2.96,3.15,3.38,3.25
6989,41to100,3002, 1009 1036,21,14,5,3.69,2.95,2.9,3.08,3.38,3.36
4179,41to100,3002, 1010,8,7,4,3.16,2.74,2.79,2.68,3.21,2.95
12314,15to$30,2003, 1032,42,31,8,3.26,3.7,3.81,3.69,3.69,3.46
3596,15to$30,1022, 1032,107,31,15,3.46,3.45,3.82,3.83,3.83,3.56
10711,41to100,2004,,14,3,5,3.59,3.55,3.41,3.5,3.36,3.49
11829,10to$15,2003, 1040,8,2,4,3.14,3.29,2.86,3.21,3.29,3.12
3038,41to100,2026,,76,31,9,3.58,3.37,3.13,3.22,3.38,3.39
10205,10to$15,2026, 1019 1032,37,29,39,2.82,2.65,2.54,2.61,3.08,2.75
6640,41to100,2009,,1,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
928,41to100,2003,,57,21,10,3.52,3.09,3.3,3.22,3.53,3.36
125,Below40,2026, 1010,21,9,1,3.55,2.65,3.29,2.94,3.71,3.31
12442,41to100,3020,,3,2,1,3.0,3.67,3.33,3.0,3.0,3.08
14214,Below40,2026,,3,7,14,2.33,2.88,2.75,3.04,2.33,2.51
8471,41to100,2008, 1014 1019,120,32,82,3.12,3.38,2.79,3.15,3.33,3.11
11717,Below40,2009, 1003,8,6,0,3.64,3.14,3.07,3.21,2.86,3.33
13827,10to$15,2026,,36,34,23,3.0,3.22,3.11,3.19,2.94,3.02
9120,Below40,2026,,27,10,14,3.1,3.06,3.07,3.09,3.09,3.07
1533,15to$30,2026, 1009 1016 1036,4,10,15,2.72,2.93,2.97,3.45,2.31,2.79
10350,10to$15,1019,,36,24,44,2.57,3.12,2.52,2.81,2.89,2.66
10754,10to$15,2003, 1034,61,38,13,3.5,3.76,3.36,3.76,3.12,3.46
10323,Below40,2009,,56,58,131,3.02,2.28,1.97,2.55,2.48,2.63
13496,Below40,2026, 1010,10,8,19,2.38,2.54,2.46,2.43,2.65,2.4
3032,41to100,2026, 1014,2,5,12,2.47,2.63,2.37,2.68,2.68,2.49
14155,41to100,2012, 1036,0,4,5,2.22,2.67,2.44,2.67,2.22,2.32
81,10to$15,1022, 1033,29,3,8,3.63,3.65,3.8,3.63,3.38,3.59
11766,15to$30,1019, 1036 1001,86,31,21,3.67,3.51,3.23,3.54,3.28,3.49
16720,Below40,2026, 1035,84,89,30,3.36,3.07,3.15,3.47,2.67,3.19
10626,30to$50,1019, 1034,19,9,2,3.9,3.77,3.73,4.33,2.9,3.82
6972,Below40,3003, 1010 1039,75,32,13,3.77,3.14,3.01,3.14,3.1,3.4
9835,10to$15,1003, 1036,44,25,22,3.34,3.62,3.04,3.59,2.75,3.25
10567,Below40,1003,,47,15,15,3.57,2.77,2.94,2.96,3.68,3.29
8044,41to100,2001, 1009,82,38,22,3.64,2.46,3.01,2.67,3.56,3.24
9004,10to$15,1019, 1019,80,10,14,3.8,3.57,3.37,3.62,3.09,3.55
13947,10to$15,1019, 1034,103,51,25,3.65,3.01,3.23,3.45,3.03,3.39
8471,41to100,2008, 1014 1019,120,32,82,3.12,3.38,2.79,3.15,3.33,3.11
1691,41to100,1022, 1005 1034,3,3,11,2.12,2.41,2.41,2.65,3.0,2.36
16284,41to100,1022, 1035,47,11,10,3.98,3.06,3.19,3.56,2.82,3.53
11861,15to$30,1019,,15,4,5,3.19,3.35,3.35,3.69,3.17,3.26
6621,Below40,1010, 1010,5,5,5,3.13,2.6,2.73,2.67,3.27,2.9
26678,41to100,3003, 1028,1,0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
21290,10to$15,2029,,13,8,4,3.32,3.68,3.16,3.6,3.4,3.36
10480,,2008, 1009 1014 1032,87,10,11,4.0,4.57,4.4,4.58,3.09,4.04
1184,15to$30,2008, 1036,13,3,7,3.52,3.7,3.13,3.65,2.26,3.35
12742,10to$15,3003, 1035,139,21,15,4.04,3.54,3.73,3.82,3.88,3.85
18873,41to100,1003, 1003,28,3,2,4.3,3.14,3.21,3.58,3.21,3.73
5182,15to$30,1019,,373,67,27,4.2,4.11,3.98,4.15,2.99,3.97
15791,41to100,2010,,5,8,9,2.82,3.45,2.59,2.95,2.59,2.83
775,10to$15,2002,,60,27,15,3.53,3.46,3.25,3.77,2.91,3.4
25614,41to100,3003, 1005 1039,24,9,3,3.64,3.72,3.72,3.81,3.64,3.68
11695,41to100,2010,,41,32,19,3.33,3.25,3.23,3.41,2.87,3.22
14797,10to$15,2010, 1009,35,17,16,3.09,3.53,3.15,3.33,2.79,3.12
10445,10to$15,2019,,17,2,2,3.81,4.0,2.95,3.67,3.62,3.64
7407,41to100,2010, 1017 1019 1033,14,12,16,3.02,3.21,3.38,3.19,3.0,3.08
15707,41to100,3003,,29,16,20,3.09,3.43,3.06,3.23,2.85,3.09
1778,15to$30,2008, 1032,36,11,4,3.82,4.04,4.08,4.31,3.82,3.9
16003,30to$50,1021,,16,5,2,3.65,4.61,3.78,4.0,3.26,3.75
15707,41to100,3003,,29,16,20,3.09,3.43,3.06,3.23,2.85,3.09
18146,41to100,2010, 1022,41,19,3,3.78,4.0,3.71,3.76,3.22,3.72
16135,Below40,3003,,17,4,1,3.7,3.77,4.11,3.82,3.91,3.79
15707,41to100,3003,,29,16,20,3.09,3.43,3.06,3.23,2.85,3.09
15707,41to100,3003,,29,16,20,3.09,3.43,3.06,3.23,2.85,3.09
12830,10to$15,2004,,93,21,15,3.74,3.84,3.83,3.83,3.35,3.68
18257,Below40,3003,,1,2,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1534,15to$30,3018, 1036,17,3,15,2.91,2.9,2.95,3.09,2.48,2.86
12623,41to100,3005, 1036,15,18,14,3.01,2.98,2.64,2.87,2.74,2.89
12623,41to100,3005, 1036,15,18,14,3.01,2.98,2.64,2.87,2.74,2.89
14903,41to100,3003,,2,4,1,2.57,2.86,3.14,3.0,2.86,2.73
12559,41to100,3003,,3,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
14938,30to$50,1022,,63,4,6,4.3,4.01,4.1,4.26,3.91,4.15
13835,41to100,1019, 1014,105,53,28,3.75,3.88,3.24,3.97,2.68,3.54
18854,10to$15,1003, 1022,78,18,5,4.0,3.49,3.9,3.87,3.7,3.83
11589,10to$15,3018,,33,6,9,3.39,3.8,3.38,3.6,3.23,3.41
17153,41to100,1014,,33,10,1,4.0,3.57,3.75,3.84,3.8,3.85
15698,10to$15,1001,,93,11,8,4.12,3.63,3.94,4.01,3.52,3.91
48281,Below40,2008,,2,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
15590,15to$30,1003,,4,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9891,10to$15,2008, 1022,248,94,82,3.49,3.64,3.16,3.58,3.1,3.39
7238,Below40,1014, 1003,71,24,17,3.67,3.48,3.37,3.63,3.03,3.48
181,41to100,1022,,70,28,37,3.25,2.97,2.89,2.93,3.03,3.07
15046,Below40,1005, 1003,63,6,1,4.23,3.42,3.66,3.9,3.64,3.9
17444,10to$15,3001, 1034,49,14,19,3.63,3.61,3.21,3.61,3.31,3.51
21002,10to$15,2008, 1036 1041,336,128,48,3.72,3.83,4.22,4.07,2.95,3.71
23967,41to100,8904,,66,48,88,3.03,2.38,2.42,2.47,2.52,2.71
23624,10to$15,2026, 1034,34,20,17,3.25,3.38,2.97,3.32,2.86,3.16
19348,15to$30,2026, 1001,63,53,58,3.15,3.37,2.8,3.19,2.74,3.05
18220,Below40,2015, 1035,794,249,89,3.95,2.6,3.11,2.82,3.99,3.5
24443,Below40,8808, 1014,45,6,14,3.71,2.83,3.15,3.02,3.91,3.43
3505,Below40,2008, 1010,109,48,21,3.79,2.02,2.9,2.22,3.4,3.18
26103,41to100,2026,,95,39,10,3.64,3.87,3.59,3.74,3.3,3.6
13288,41to100,2003, 1005 1010,54,54,25,3.34,3.3,3.01,3.47,2.82,3.2
21002,10to$15,2008, 1036 1041,336,128,48,3.72,3.83,4.22,4.07,2.95,3.71
17984,Below40,1009,,16,20,31,2.64,2.4,2.84,2.72,2.67,2.6
49389,Below40,2001, 1014,20,5,0,4.12,3.84,3.88,4.04,3.96,4.04
10132,15to$30,1019, 1009 1040,29,7,7,3.66,3.52,3.14,3.53,3.0,3.45
2366,Below40,3006, 1014,204,59,70,3.49,3.26,3.23,3.44,2.85,3.31
8704,Below40,3003, 1010,16,14,5,3.54,2.17,2.74,2.46,3.34,3.08
7579,Below40,2010, 1014,189,87,78,3.29,2.88,3.12,3.1,3.03,3.13
15034,41to100,3003,,14,1,2,3.75,3.59,3.76,3.76,3.88,3.71
6931,Below40,3003, 1010,60,31,10,3.66,2.85,2.91,2.97,2.98,3.27
1713,10to$15,3007, 1019 1033,17,3,2,3.89,3.52,3.36,3.7,3.34,3.66
10218,41to100,3003,,16,11,14,2.85,3.41,3.24,3.34,2.71,2.97
12826,15to$30,2010, 1036 1001,109,71,70,3.33,3.18,2.84,3.15,2.8,3.12
8774,10to$15,3003, 1022,64,20,32,3.33,3.12,2.72,3.07,3.19,3.14
9959,41to100,2010, 1014,38,15,63,2.81,3.11,2.53,3.18,2.09,2.73
90,Below40,2028, 1014,1314,352,231,4.03,2.78,2.92,3.13,3.42,3.51
158,Below40,3005,,16,4,21,2.89,3.67,2.78,3.39,2.61,2.97
2933,10to$15,1023,,78,27,24,3.66,3.73,3.44,3.68,2.99,3.52
